APPL,438000000,1.06
AMZN,498000000,0.00
ZM,111800000,0.00
APPL,282.0,300,1
AMZN,2369.0,550,0
AMZN,2356.99,300,1
AMZN,2373.46,900,1
APPL,279.61,325,0
ZM,161.86,300,0
ZM,162.73,100,0
ZM,156.6,125,0
AMZN,2387.39,950,0
ZM,161.88,175,0
ZM,162.62,50,1
ZM,162.77,400,1
AMZN,2389.73,950,1
AMZN,2376.7,350,1
AMZN,2411.09,800,0
AMZN,2404.77,800,1
APPL,284.98,325,1
ZM,163.54,275,0
ZM,162.98,350,1
AMZN,2350.59,850,0
AMZN,2406.47,700,0
AMZN,2340.72,50,1
ZM,155.75,425,0
AMZN,2359.35,900,0
AMZN,2365.29,750,0
APPL,279.67,25,1
APPL,279.7,325,1
APPL,284.55,150,0
ZM,156.63,150,0
AMZN,2407.58,800,1
ZM,162.43,75,0
APPL,281.72,125,0
AMZN,2385.37,200,0
AMZN,2349.25,150,1
APPL,283.35,250,0
APPL,278.22,425,1
ZM,162.8,450,1
AMZN,2359.61,350,1
APPL,282.71,125,1
ZM,157.18,200,1
AMZN,2413.09,650,0
AMZN,2393.33,450,1
ZM,156.08,275,0
AMZN,2360.36,950,1
APPL,282.71,250,0
ZM,157.04,350,1
APPL,287.73,75,1
ZM,159.15,350,1
AMZN,2384.88,750,1
AMZN,2411.79,600,1
ZM,160.03,0,1
AMZN,2341.04,100,1
AMZN,2402.83,550,1
ZM,158.09,325,1
AMZN,2337.57,50,1
AMZN,2338.13,600,1
APPL,287.62,425,0
APPL,284.74,375,1
ZM,159.77,475,0
APPL,287.04,25,0
ZM,162.07,275,1
APPL,278.99,25,0
AMZN,2381.08,950,1
APPL,285.44,350,0
AMZN,2338.35,600,0
ZM,159.38,400,0
AMZN,2380.27,950,1
AMZN,2388.09,500,1
AMZN,2384.2,200,1
ZM,156.1,0,0
ZM,156.28,125,0
ZM,160.67,350,0
AMZN,2352.53,750,1
APPL,284.83,450,0
ZM,160.84,50,0
APPL,285.59,250,0
ZM,160.86,150,0
ZM,159.27,200,0
APPL,280.0,150,0
ZM,163.46,75,1
ZM,157.57,25,0
ZM,157.31,450,0
ZM,156.04,225,0
AMZN,2386.16,450,1
APPL,278.95,75,0
APPL,280.01,100,1
APPL,280.29,475,1
AMZN,2362.61,150,1
APPL,280.36,400,1
AMZN,2404.9,650,0
APPL,279.1,200,1
ZM,156.95,325,1
AMZN,2400.64,0,1
ZM,160.0,450,1
APPL,280.47,50,0
APPL,284.36,425,1
ZM,160.66,450,1
AMZN,2402.84,150,1
AMZN,2343.53,450,0
APPL,283.82,275,0
AMZN,2358.78,150,1
ZM,163.55,275,1
APPL,285.63,325,1
ZM,159.97,300,1
ZM,162.96,225,0
AMZN,2359.34,300,0
AMZN,2382.41,0,1
AMZN,2336.98,850,0
APPL,278.56,225,0
AMZN,2381.88,300,1
APPL,283.16,250,0
ZM,155.88,25,1
AMZN,2401.2,200,1
APPL,284.01,375,1
APPL,284.72,225,0
ZM,163.27,425,0
AMZN,2356.56,950,0
AMZN,2358.86,200,1
AMZN,2352.8,700,0
AMZN,2409.89,600,0
ZM,162.17,225,1
ZM,160.11,375,1
AMZN,2403.07,300,1
AMZN,2347.21,0,1
APPL,282.0,50,0
ZM,162.96,300,1
ZM,162.49,200,1
APPL,286.15,275,1
APPL,286.27,375,1
ZM,157.45,75,0
AMZN,2361.07,400,1
APPL,285.65,375,1
ZM,163.8,200,0
APPL,279.6,400,1
ZM,159.52,100,0
APPL,280.11,325,0
ZM,163.07,475,1
AMZN,2402.85,800,0
APPL,280.96,175,1
ZM,160.02,200,1
ZM,157.83,450,1
AMZN,2370.54,100,1
APPL,278.64,150,1
APPL,284.78,400,1
APPL,283.45,300,0
ZM,160.89,100,1
AMZN,2379.29,200,0
ZM,156.09,25,1
APPL,284.18,150,0
AMZN,2371.93,200,1
ZM,156.57,50,1
ZM,164.14,50,1
AMZN,2340.44,0,0
ZM,160.82,250,0
AMZN,2339.98,200,1
ZM,157.79,200,0
AMZN,2350.42,200,1
ZM,163.61,100,1
AMZN,2414.1,0,0
APPL,285.62,175,1
ZM,158.25,150,1
APPL,281.27,425,0
AMZN,2392.65,600,0
AMZN,2401.18,650,1
ZM,163.6,150,1
ZM,159.5,200,0
APPL,281.99,375,0
APPL,280.91,125,1
ZM,157.89,100,0
AMZN,2367.9,300,0
ZM,160.91,300,1
AMZN,2400.52,150,1
APPL,278.26,125,1
ZM,161.16,50,0
AMZN,2399.92,350,0
AMZN,2361.02,300,0
APPL,286.65,300,1
AMZN,2392.87,600,1
APPL,284.38,150,1
APPL,284.18,475,0
APPL,277.99,400,0
ZM,156.43,200,1
AMZN,2390.99,200,0
AMZN,2366.14,900,0
APPL,281.63,125,0
AMZN,2335.42,100,1
ZM,155.82,50,1
APPL,284.97,50,0
ZM,163.38,150,0
AMZN,2385.07,50,0
ZM,159.92,450,1
AMZN,2386.21,100,1
AMZN,2395.66,650,0
ZM,159.21,25,1
ZM,156.06,125,0
AMZN,2362.71,100,1
AMZN,2361.64,850,1
AMZN,2371.86,450,0
ZM,156.71,125,0
AMZN,2414.37,250,1
ZM,160.23,350,1
AMZN,2390.03,250,0
AMZN,2380.26,800,0
ZM,163.26,350,0
APPL,285.55,475,1
APPL,285.4,125,0
AMZN,2355.48,800,0
APPL,285.16,150,0
ZM,161.81,450,1
AMZN,2411.49,200,1
ZM,161.74,75,1
AMZN,2364.1,250,1
ZM,157.67,425,0
ZM,161.63,0,0
ZM,158.23,400,1
APPL,284.56,475,1
APPL,285.28,100,0
APPL,287.3,75,1
AMZN,2381.92,800,1
APPL,286.96,150,0
ZM,162.88,100,1
APPL,287.53,275,0
ZM,163.18,175,1
AMZN,2400.91,950,0
AMZN,2340.73,500,1
AMZN,2400.61,300,1
ZM,156.38,375,1
AMZN,2383.06,750,1
ZM,161.58,150,1
AMZN,2375.58,650,0
APPL,282.48,175,1
APPL,280.02,300,0
ZM,161.77,275,0
AMZN,2344.27,400,0
ZM,157.08,125,0
AMZN,2393.75,800,1
ZM,156.16,175,0
AMZN,2353.2,950,0
ZM,164.31,250,0
AMZN,2357.57,650,0
ZM,158.7,100,0
ZM,164.4,400,0
ZM,158.83,75,0
APPL,281.02,200,1
ZM,163.14,250,0
APPL,280.84,325,0
ZM,160.06,125,0
APPL,287.37,425,1
ZM,160.96,100,1
APPL,279.01,400,1
APPL,284.75,150,0
AMZN,2406.15,0,1
ZM,156.1,150,1
AMZN,2341.68,700,1
APPL,278.16,275,1
ZM,159.48,250,1
AMZN,2386.67,100,0
APPL,279.89,325,0
ZM,162.07,150,0
AMZN,2370.26,500,1
AMZN,2374.44,150,0
AMZN,2395.41,750,0
APPL,277.98,25,1
APPL,287.0,150,0
AMZN,2366.66,550,0
APPL,286.6,325,0
APPL,284.94,125,1
AMZN,2410.28,550,1
AMZN,2367.85,850,0
APPL,284.76,100,0
APPL,279.39,225,0
ZM,158.08,225,0
APPL,283.47,175,0
AMZN,2363.23,950,1
AMZN,2357.9,300,0
ZM,159.07,100,0
AMZN,2361.41,250,1
AMZN,2357.02,250,1
AMZN,2350.95,400,1
ZM,158.08,425,1
APPL,281.13,175,1
AMZN,2396.96,900,0
ZM,156.1,0,0
AMZN,2344.12,600,0
AMZN,2355.06,850,1
AMZN,2341.95,700,0
AMZN,2397.26,850,1
APPL,280.03,100,0
AMZN,2362.57,250,1
AMZN,2375.16,700,0
ZM,163.08,450,0
APPL,284.35,400,1
ZM,162.53,450,1
APPL,278.35,375,1
APPL,286.99,350,0
ZM,161.1,0,0
APPL,284.95,100,1
AMZN,2410.99,400,1
ZM,162.45,350,0
AMZN,2410.61,250,0
APPL,285.38,425,0
ZM,159.44,200,0
APPL,282.22,300,1
APPL,285.94,250,1
ZM,160.64,250,0
ZM,159.56,150,0
AMZN,2407.62,0,0
APPL,281.27,425,0
ZM,160.68,325,1
ZM,156.71,450,0
AMZN,2397.57,0,1
APPL,279.42,150,1
APPL,278.38,475,1
APPL,286.87,0,1
ZM,157.47,450,1
ZM,157.44,50,1
AMZN,2342.25,800,0
AMZN,2390.82,350,1
APPL,279.1,350,1
APPL,285.22,0,0
APPL,280.5,450,1
ZM,164.09,200,1
APPL,279.76,275,0
AMZN,2352.3,850,1
AMZN,2404.99,950,1
APPL,286.17,50,1
ZM,156.27,50,1
AMZN,2363.96,500,1
ZM,161.26,400,0
ZM,159.97,375,1
AMZN,2335.2,900,1
ZM,155.57,100,0
ZM,159.48,0,0
ZM,156.82,0,1
ZM,159.39,75,1
AMZN,2338.26,150,0
AMZN,2364.5,350,0
ZM,159.9,225,0
ZM,159.11,450,0
AMZN,2357.31,750,0
AMZN,2374.97,750,0
AMZN,2364.03,750,1
APPL,279.89,250,1
APPL,285.79,100,1
APPL,285.91,100,1
APPL,284.62,300,1
ZM,156.63,200,0
AMZN,2369.59,300,0
ZM,164.09,400,1
AMZN,2341.63,700,1
ZM,158.54,125,1
AMZN,2350.58,750,1
ZM,162.43,450,1
AMZN,2392.9,600,0
AMZN,2411.36,500,0
APPL,278.61,325,0
ZM,159.24,100,1
ZM,159.66,350,1
ZM,160.15,350,0
ZM,164.23,75,1
ZM,156.6,325,0
AMZN,2397.88,400,1
ZM,160.05,300,1
ZM,159.32,250,1
APPL,281.89,325,1
AMZN,2410.65,900,0
APPL,280.0,75,1
APPL,280.44,400,0
APPL,286.86,100,0
ZM,155.63,275,0
ZM,157.72,450,1
APPL,280.8,450,1
AMZN,2414.9,450,0
ZM,162.07,100,1
ZM,155.61,225,1
AMZN,2411.33,600,0
ZM,160.55,200,0
AMZN,2402.86,550,0
APPL,278.74,50,0
AMZN,2391.77,800,0
AMZN,2348.22,350,1
APPL,283.69,350,1
APPL,284.21,75,1
ZM,156.04,0,0
APPL,285.19,450,0
AMZN,2402.99,500,0
ZM,159.05,225,1
ZM,160.12,0,0
ZM,159.56,475,1
ZM,156.74,425,0
AMZN,2368.94,100,1
AMZN,2381.19,950,1
AMZN,2339.63,250,1
APPL,286.66,475,1
APPL,286.17,175,0
AMZN,2380.98,0,1
AMZN,2388.17,600,1
ZM,158.71,0,1
AMZN,2380.41,800,0
AMZN,2345.09,500,0
APPL,282.29,250,0
APPL,286.79,425,1
AMZN,2335.7,850,1
ZM,164.48,150,0
AMZN,2407.63,500,0
AMZN,2371.19,50,1
AMZN,2356.95,700,0
APPL,284.99,250,1
APPL,277.99,25,0
APPL,282.34,400,0
ZM,159.17,425,0
ZM,157.37,175,0
AMZN,2411.88,550,1
AMZN,2393.71,900,0
ZM,159.2,175,1
ZM,163.81,75,1
ZM,158.18,275,0
ZM,160.56,225,1
APPL,286.01,225,0
ZM,158.06,325,0
APPL,281.49,475,0
APPL,283.76,225,1
APPL,284.36,425,1
APPL,283.35,150,1
AMZN,2341.16,600,1
AMZN,2409.93,300,1
ZM,162.08,425,0
APPL,278.34,150,0
AMZN,2406.16,700,0
AMZN,2346.47,250,1
ZM,164.04,125,1
AMZN,2394.83,400,1
APPL,281.62,325,1
AMZN,2372.35,500,1
APPL,287.65,75,0
APPL,281.64,475,1
APPL,286.06,250,0
ZM,164.38,350,1
ZM,162.72,200,0
ZM,161.83,125,0
AMZN,2402.25,800,0
ZM,159.11,325,1
AMZN,2401.75,750,0
AMZN,2399.35,650,0
ZM,158.93,75,0
ZM,156.36,300,1
APPL,278.59,150,0
AMZN,2385.28,50,0
AMZN,2370.59,200,0
ZM,161.04,150,1
AMZN,2340.39,550,1
AMZN,2399.15,700,0
APPL,279.2,425,0
AMZN,2399.44,0,0
AMZN,2411.01,750,0
APPL,282.28,25,0
ZM,156.97,300,0
ZM,161.58,375,0
ZM,157.39,425,1
APPL,284.46,300,1
AMZN,2349.96,300,0
ZM,158.64,325,0
ZM,156.62,150,1
APPL,279.03,250,0
AMZN,2388.7,800,1
APPL,284.56,200,0
APPL,285.44,425,1
APPL,278.4,200,0
ZM,160.99,250,1
ZM,163.14,0,1
AMZN,2335.8,600,0
AMZN,2366.95,250,0
AMZN,2400.08,850,0
APPL,287.18,375,1
ZM,162.42,125,0
APPL,284.46,400,0
APPL,285.57,400,0
APPL,279.02,300,1
APPL,286.2,200,1
APPL,287.58,425,1
ZM,156.25,300,0
APPL,286.4,100,1
APPL,279.23,25,0
AMZN,2383.08,250,1
ZM,160.93,75,0
ZM,162.32,325,0
APPL,282.31,325,1
ZM,159.89,200,1
APPL,283.06,75,0
ZM,160.64,50,0
AMZN,2367.43,500,0
AMZN,2374.47,300,1
AMZN,2373.11,800,1
AMZN,2413.18,400,1
AMZN,2361.23,400,0
ZM,160.02,25,1
AMZN,2362.85,250,0
AMZN,2353.74,50,1
AMZN,2352.48,250,0
ZM,157.43,275,0
ZM,164.09,0,1
APPL,279.22,150,1
ZM,157.17,50,1
AMZN,2359.26,100,0
APPL,278.9,100,0
APPL,287.38,325,0
ZM,156.64,175,0
APPL,282.62,50,1
APPL,280.29,225,1
AMZN,2359.21,800,0
APPL,286.41,75,0
AMZN,2402.68,550,0
AMZN,2375.44,300,0
ZM,160.28,425,0
APPL,280.7,300,1
APPL,283.04,0,0
APPL,287.46,75,1
ZM,162.67,425,1
APPL,286.92,375,0
AMZN,2398.43,700,1
APPL,282.02,250,1
AMZN,2374.99,650,1
APPL,283.92,150,1
APPL,284.63,300,1
ZM,160.16,125,1
APPL,287.48,75,0
APPL,282.45,175,1
APPL,283.17,100,0
ZM,163.68,150,0
AMZN,2365.07,50,0
APPL,282.6,225,1
APPL,287.67,450,0
APPL,286.26,375,0
APPL,279.43,75,1
AMZN,2339.08,800,0
ZM,155.74,225,0
ZM,162.25,100,1
AMZN,2348.63,650,1
ZM,156.83,450,1
APPL,283.99,125,0
ZM,160.95,50,0
AMZN,2408.38,650,1
APPL,281.2,350,0
ZM,164.39,100,0
AMZN,2344.57,550,0
APPL,283.2,75,0
AMZN,2402.23,50,0
ZM,155.87,125,0
ZM,159.89,425,1
ZM,156.22,350,0
APPL,282.37,100,0
ZM,157.93,275,0
APPL,281.05,425,1
APPL,279.37,150,0
ZM,159.06,100,1
APPL,280.48,125,1
AMZN,2360.91,350,1
AMZN,2409.52,200,1
ZM,162.39,350,0
AMZN,2365.96,600,1
APPL,282.86,100,0
APPL,280.26,325,1
ZM,163.84,375,0
ZM,156.69,450,0
ZM,159.94,0,1
APPL,285.57,325,0
APPL,280.5,325,0
ZM,162.86,150,0
AMZN,2351.97,500,0
APPL,279.65,300,0
APPL,286.89,100,0
ZM,157.37,250,1
ZM,162.99,75,1
AMZN,2399.74,200,1
ZM,158.04,275,1
AMZN,2413.82,0,0
APPL,287.74,75,0
APPL,283.91,450,0
ZM,160.68,50,1
APPL,287.08,25,1
APPL,280.56,75,1
ZM,159.71,350,0
ZM,164.55,125,0
ZM,164.24,175,1
ZM,158.62,375,0
AMZN,2399.5,250,1
AMZN,2394.77,0,1
APPL,287.24,375,0
ZM,164.0,200,1
AMZN,2342.88,250,0
APPL,285.11,450,1
APPL,285.12,400,1
ZM,158.39,50,1
AMZN,2355.03,450,1
ZM,157.42,0,0
ZM,160.83,475,0
APPL,284.36,25,1
ZM,160.77,475,0
AMZN,2346.96,950,1
AMZN,2400.12,400,1
ZM,156.08,450,1
ZM,155.87,25,1
APPL,284.99,450,1
AMZN,2397.64,250,0
AMZN,2367.67,250,1
APPL,283.07,400,1
AMZN,2346.71,900,1
AMZN,2340.98,500,1
AMZN,2392.91,250,0
AMZN,2387.95,750,1
ZM,162.72,325,0
AMZN,2361.94,650,0
ZM,164.19,475,1
ZM,163.09,175,1
ZM,157.65,225,0
APPL,278.25,275,1
ZM,155.81,150,0
ZM,162.51,375,0
APPL,279.13,250,0
AMZN,2386.84,50,1
APPL,284.12,200,0
AMZN,2394.16,650,0
ZM,160.79,50,0
ZM,163.82,25,1
ZM,159.54,350,0
ZM,157.32,425,1
ZM,157.52,425,1
ZM,156.11,25,1
ZM,162.36,225,1
ZM,156.45,250,1
ZM,158.0,350,0
APPL,284.0,275,0
ZM,157.35,100,0
ZM,164.42,150,1
APPL,278.26,425,1
AMZN,2409.56,100,0
AMZN,2367.41,350,1
APPL,281.47,325,0
ZM,160.19,400,0
AMZN,2402.7,900,1
ZM,159.09,475,1
ZM,160.6,150,0
ZM,163.32,300,1
APPL,285.53,175,0
ZM,159.59,300,1
APPL,286.01,175,1
ZM,157.69,325,0
AMZN,2393.03,350,0
APPL,286.19,300,1
AMZN,2359.27,200,1
ZM,159.5,50,1
AMZN,2372.74,900,0
AMZN,2384.34,250,1
ZM,157.2,0,0
ZM,159.24,475,0
AMZN,2370.23,500,1
AMZN,2385.11,900,1
APPL,286.0,400,1
APPL,284.77,225,0
AMZN,2342.89,450,1
AMZN,2405.66,400,1
AMZN,2390.61,200,0
APPL,279.03,75,0
AMZN,2389.45,200,0
AMZN,2406.24,600,1
ZM,161.0,300,1
AMZN,2384.83,350,0
APPL,280.54,25,0
APPL,280.56,25,1
APPL,281.03,175,0
ZM,163.05,225,0
AMZN,2352.39,250,0
ZM,160.59,175,0
APPL,277.84,75,0
ZM,158.99,125,1
ZM,155.83,200,0
ZM,158.84,375,0
ZM,157.49,425,0
APPL,278.47,0,1
AMZN,2404.28,500,1
ZM,158.55,450,1
ZM,162.42,100,1
ZM,161.6,275,1
ZM,160.67,375,0
APPL,284.92,25,1
ZM,160.72,150,0
APPL,279.5,100,0
ZM,157.44,75,1
AMZN,2385.92,950,1
AMZN,2367.56,750,0
APPL,282.89,375,1
ZM,161.51,200,0
APPL,285.92,250,0
AMZN,2337.42,350,1
ZM,156.14,450,0
AMZN,2392.37,700,1
ZM,158.02,325,1
ZM,156.73,150,1
ZM,159.6,325,1
ZM,161.18,150,1
AMZN,2401.36,750,1
AMZN,2349.02,300,0
ZM,159.93,300,0
AMZN,2347.08,700,1
APPL,278.03,250,1
ZM,162.37,225,1
AMZN,2353.47,300,0
ZM,156.6,75,1
APPL,284.46,50,1
AMZN,2343.48,250,0
ZM,158.93,175,1
APPL,283.29,300,0
ZM,163.05,100,0
AMZN,2379.44,900,1
AMZN,2343.89,550,0
APPL,286.51,300,0
APPL,278.93,75,1
APPL,287.77,400,1
ZM,155.77,450,0
APPL,282.72,225,1
AMZN,2386.16,850,1
AMZN,2338.1,50,0
AMZN,2400.02,450,1
APPL,287.19,225,0
ZM,161.9,200,0
ZM,164.27,150,0
ZM,158.27,150,1
AMZN,2357.36,650,1
ZM,158.44,100,1
ZM,160.13,425,1
ZM,155.66,300,0
APPL,278.41,0,0
AMZN,2336.77,500,1
ZM,162.9,75,0
ZM,163.34,250,0
AMZN,2346.21,450,0
APPL,287.64,375,1
AMZN,2355.15,50,1
ZM,160.71,125,0
ZM,155.98,50,1
APPL,279.93,275,1
AMZN,2371.28,400,1
APPL,283.4,150,1
APPL,284.94,450,1
AMZN,2384.22,450,1
AMZN,2400.7,350,0
APPL,281.61,425,1
AMZN,2377.5,300,1
ZM,156.77,475,0
APPL,280.74,300,0
ZM,156.26,25,1
APPL,286.96,475,0
APPL,277.84,75,0
APPL,287.5,200,1
AMZN,2375.67,50,0
AMZN,2407.15,750,1
AMZN,2400.9,850,0
AMZN,2349.27,400,0
ZM,160.55,300,1
APPL,283.81,150,1
APPL,279.33,125,1
AMZN,2345.01,250,0
APPL,284.64,450,0
AMZN,2365.85,450,0
ZM,156.71,25,0
AMZN,2380.16,400,0
AMZN,2405.72,500,0
ZM,162.73,275,1
APPL,278.05,400,0
APPL,284.03,350,1
ZM,157.24,100,0
ZM,156.64,100,1
AMZN,2371.09,250,1
AMZN,2340.53,400,1
ZM,157.11,400,0
ZM,158.96,275,0
ZM,156.51,175,1
ZM,163.97,175,1
ZM,155.96,425,0
ZM,162.38,175,0
ZM,162.22,350,1
ZM,159.11,0,0
AMZN,2374.45,400,0
APPL,282.35,225,1
ZM,155.92,475,1
APPL,281.04,325,1
APPL,286.93,225,0
ZM,164.47,50,1
APPL,285.5,150,0
AMZN,2387.14,600,0
AMZN,2393.13,150,0
AMZN,2348.63,200,1
ZM,158.9,300,1
APPL,285.2,425,1
ZM,164.13,125,1
ZM,159.46,75,0
ZM,163.16,425,0
AMZN,2359.99,550,1
APPL,278.59,25,1
APPL,284.06,275,0
AMZN,2389.13,750,0
APPL,282.47,350,0
ZM,160.32,25,0
ZM,159.07,100,1
ZM,158.73,225,1
ZM,155.87,275,1
AMZN,2365.59,850,1
AMZN,2375.39,550,1
AMZN,2353.79,600,0
ZM,157.71,325,0
AMZN,2390.24,150,0
APPL,278.42,200,1
APPL,285.89,375,0
AMZN,2366.6,300,0
ZM,160.4,275,1
AMZN,2366.64,800,0
AMZN,2392.06,150,1
APPL,280.25,475,1
AMZN,2383.23,0,0
APPL,281.84,325,1
AMZN,2379.39,250,0
AMZN,2337.12,950,1
ZM,159.0,200,0
ZM,162.28,0,1
AMZN,2407.07,200,0
ZM,158.26,350,0
AMZN,2358.31,150,1
APPL,279.17,100,0
ZM,159.44,200,0
AMZN,2353.97,550,1
APPL,283.36,250,0
ZM,164.39,50,0
APPL,284.99,425,0
APPL,286.55,450,1
APPL,284.26,175,1
ZM,161.81,300,0
AMZN,2376.95,100,0
AMZN,2350.28,800,1
AMZN,2386.0,500,1
ZM,163.44,375,0
AMZN,2387.89,450,0
APPL,287.58,250,1
AMZN,2380.91,200,1
ZM,162.98,0,0
AMZN,2385.28,700,0
ZM,155.61,0,0
APPL,282.97,175,1
ZM,162.38,100,1
AMZN,2351.98,400,1
ZM,160.68,200,1
APPL,278.42,25,1
APPL,278.08,350,1
ZM,157.77,300,1
ZM,160.35,50,1
ZM,158.96,50,1
ZM,156.5,225,1
AMZN,2376.47,750,1
APPL,283.79,100,0
AMZN,2414.0,100,0
AMZN,2402.74,900,1
AMZN,2411.0,600,0
AMZN,2401.62,600,0
APPL,282.68,150,1
ZM,160.98,75,0
APPL,280.88,150,0
APPL,280.59,25,1
AMZN,2402.89,900,0
APPL,286.43,150,1
ZM,164.45,300,1
ZM,161.02,475,1
AMZN,2392.42,100,1
ZM,163.68,50,0
APPL,287.13,25,0
APPL,279.88,125,0
ZM,157.57,50,0
AMZN,2350.95,250,1
APPL,280.88,0,0
AMZN,2360.0,900,0
APPL,284.29,200,1
AMZN,2368.98,350,1
APPL,286.93,250,1
APPL,280.97,125,1
ZM,158.38,150,0
AMZN,2380.44,550,0
AMZN,2400.04,550,0
AMZN,2346.71,700,1
AMZN,2373.79,900,0
APPL,284.08,100,1
AMZN,2396.61,550,1
APPL,284.32,150,1
APPL,281.52,25,0
ZM,161.28,450,1
ZM,161.66,300,0
APPL,280.61,250,1
AMZN,2413.16,0,1
AMZN,2375.64,900,0
APPL,278.2,250,1
AMZN,2383.3,650,0
APPL,278.77,125,1
APPL,280.66,400,0
AMZN,2364.45,550,1
ZM,162.24,200,0
ZM,162.07,50,1
ZM,159.58,25,1
APPL,285.78,150,1
ZM,157.34,475,0
APPL,286.09,350,0
AMZN,2378.68,100,1
APPL,282.04,200,0
APPL,278.79,350,0
APPL,280.59,325,0
APPL,287.65,400,1
ZM,156.32,400,1
APPL,285.64,25,0
AMZN,2381.59,500,1
APPL,284.0,125,1
AMZN,2362.68,800,1
ZM,156.14,125,1
ZM,160.84,175,1
APPL,285.98,275,0
APPL,278.66,325,1
AMZN,2359.16,850,0
APPL,283.63,275,1
APPL,283.48,400,0
APPL,286.9,325,0
AMZN,2337.35,450,1
APPL,280.03,425,1
ZM,162.48,400,0
AMZN,2338.92,0,1
APPL,285.95,475,0
ZM,162.31,250,1
APPL,284.0,400,1
ZM,162.67,200,0
AMZN,2393.97,950,1
AMZN,2393.35,700,1
APPL,278.78,175,1
AMZN,2348.16,500,0
APPL,281.75,300,0
AMZN,2361.88,200,0
ZM,155.79,450,0
AMZN,2355.91,500,0
ZM,161.27,25,1
AMZN,2409.84,700,1
ZM,161.38,100,0
AMZN,2368.23,550,0
APPL,282.62,225,1
AMZN,2394.44,650,0
APPL,282.75,100,0
APPL,283.69,325,0
ZM,162.15,125,0
AMZN,2367.29,300,0
ZM,161.7,125,1
APPL,279.15,0,1
APPL,282.61,325,1
APPL,279.7,50,1
APPL,281.06,100,0
APPL,283.26,25,1
ZM,157.0,450,1
ZM,158.62,400,1
ZM,157.53,0,0
APPL,286.99,125,0
AMZN,2389.24,700,0
APPL,284.94,0,0
AMZN,2389.32,150,0
AMZN,2379.1,100,1
APPL,282.03,200,0
AMZN,2356.93,450,1
AMZN,2378.8,850,0
AMZN,2354.31,300,0
AMZN,2394.41,400,1
ZM,156.46,0,0
APPL,279.66,375,1
AMZN,2354.84,900,0
AMZN,2350.55,200,1
APPL,279.52,400,1
AMZN,2376.05,250,0
APPL,285.16,400,0
APPL,281.54,425,0
APPL,286.38,350,0
AMZN,2353.07,0,1
APPL,286.96,25,1
ZM,155.72,25,1
ZM,162.3,350,1
ZM,156.43,175,1
ZM,156.04,325,1
APPL,283.25,225,1
ZM,164.02,425,1
APPL,284.06,250,1
AMZN,2376.28,300,0
AMZN,2357.95,800,1
ZM,155.86,50,0
APPL,284.58,75,0
APPL,284.9,25,1
ZM,155.78,475,1
APPL,284.24,275,1
ZM,155.86,25,1
APPL,282.18,125,1
APPL,285.0,200,1
ZM,162.62,0,1
ZM,157.47,50,0
AMZN,2408.59,300,1
APPL,283.74,150,0
AMZN,2399.28,300,1
AMZN,2361.55,350,0
APPL,283.07,325,0
ZM,159.13,50,1
ZM,159.67,375,1
ZM,158.11,275,0
APPL,282.49,200,1
AMZN,2411.4,650,0
ZM,159.18,275,1
ZM,157.21,25,0
APPL,278.23,300,1
ZM,160.6,325,0
APPL,278.79,100,1
AMZN,2370.05,400,1
ZM,162.84,125,1
APPL,281.22,350,0
AMZN,2367.17,400,1
APPL,278.78,150,1
APPL,280.03,200,1
ZM,159.73,150,0
AMZN,2378.05,500,0
APPL,278.28,200,0
AMZN,2358.16,400,1
AMZN,2366.19,300,1
APPL,280.28,75,0
APPL,283.9,50,0
APPL,278.51,225,1
ZM,161.7,450,1
AMZN,2387.04,500,1
AMZN,2384.4,500,0
APPL,287.54,125,1
APPL,282.05,275,0
APPL,278.42,275,1
ZM,160.06,275,1
APPL,279.41,250,0
ZM,164.41,75,0
ZM,162.67,250,0
AMZN,2369.62,0,1
AMZN,2362.23,700,0
AMZN,2343.24,200,0
ZM,157.39,175,1
ZM,162.4,375,0
AMZN,2346.6,550,1
APPL,283.5,250,0
ZM,158.68,200,0
APPL,286.35,125,0
ZM,163.96,450,1
ZM,158.63,400,1
APPL,286.72,150,0
AMZN,2396.68,400,1
AMZN,2355.87,450,0
AMZN,2372.1,900,1
APPL,286.15,425,0
ZM,156.34,0,1
ZM,156.54,425,1
AMZN,2344.27,300,1
APPL,281.17,400,0
AMZN,2339.72,500,0
AMZN,2365.83,550,0
APPL,286.85,50,1
ZM,159.41,200,1
ZM,161.64,150,1
APPL,285.45,400,1
AMZN,2410.97,300,1
AMZN,2362.77,250,0
ZM,164.49,400,0
AMZN,2390.08,450,0
AMZN,2352.85,550,0
APPL,287.21,50,0
ZM,155.63,375,1
APPL,286.07,100,1
ZM,157.8,250,0
AMZN,2387.19,900,1
APPL,286.78,50,1
AMZN,2348.99,250,1
ZM,157.58,350,1
ZM,159.61,425,0
AMZN,2363.31,200,0
AMZN,2353.47,600,0
APPL,283.71,450,0
APPL,285.35,25,1
APPL,278.34,175,1
APPL,284.08,375,0
APPL,286.34,0,1
ZM,156.59,375,1
AMZN,2357.17,300,1
APPL,280.9,350,1
APPL,279.79,0,1
APPL,281.32,350,1
AMZN,2405.51,250,1
AMZN,2346.68,300,0
AMZN,2349.97,0,0
APPL,282.85,25,0
AMZN,2374.06,650,1
ZM,162.72,300,1
ZM,162.44,0,0
AMZN,2380.28,650,1
ZM,157.16,400,0
ZM,162.18,350,0
